,TextDescription,Severity,EncodedSeverity
6884,List of compatible/breaking change list is not formatted.,normal,4
6885,hashCode,normal,4
6886,src/main/xsd/org/apache/maven/pom/pom.genmodel is missing,normal,4
6887,Allow to run Source - Cleanup on multiple projects from Project Explorer,normal,4
6888,Invalid org.eclipse.m2m.tests.qvt.oml genmodel references,normal,4
6889,Unique containment error in testqvt.ecore,normal,4
6890,[CLA ]Contributor License Agreement (CLA) check,normal,4
6891,"Improve ""Clean"" dialog text",normal,4
6892,"Hide the ""Do you really want to checkout"" dialog by default",normal,4
6893,[13] Update ASTView and JEView Marketplace Entries,normal,4
6894,Widget disposed in org.eclipse.epp.internal.mpc.ui.wizards.MarketplaceDropAdapter,normal,4
6895,Eclipse Debug mode cannot display the objects in the List,normal,4
6896,Specify upper bound in 1.9.1 Batik Plugins  in Orbit,normal,4
6899,API Problems not reported on some configurations,major,2
6900,do better case-insensitive comparisons in class UseStatementInjector,normal,4
6902,[SequenceDiagram] Can't select the 4th and more lifeline with combined fragment,major,2
6903,[HiDPI] org.eclipse.ui.cheatsheets should use high resolution icons,normal,4
6905,[GTK] Clean up system color CSS parsing,normal,4
6906,Move definition of RMI codebase contribution for RJ to rj.eclient.core,normal,4
6907,DragAndDrop of container with many border nodes is too long.,normal,4
6908,Remove swt tools check 32/64 functionality,normal,4
6909,update file permissions,normal,4
6910,Handshake failure reading content.xml,normal,4
6911,Copy/paste of one or more FBs: the new FBs land outside of the screen if zoom active,normal,4
6912,Update and adapt StatET to Eclipse 2019-12,normal,4
6913,[release] release Mylyn 3.25,normal,4
6914,Rejected permissions for Codewind github repositories,normal,4
6915,Please update CMake version of project 4diac instance,normal,4
6916,JGit's EDL copyright headers,normal,4
6917,Executable lost after update,critical,1
6918,Erasing the filter text (e4 filtered tree) by keyboard or icon leads to different tree states,normal,4
6919,Change Table editing behavior to double click,normal,4
6920,Fail to fetch from git over https,blocker,0
6921,ContextModel filter fail to remove ContextElement mapping,normal,4
6922,[PropertiesView] Properties view shows properties for parts that are no longer visible,normal,4
6924,"""Building workspace"" can take a very long time without further details",normal,4
6925,ArchiveCommand truncates paths in archive it creates to 100 characters,critical,1
6927,Oomph editor is non-responsive when some resources are not available,normal,4
6928,The outcome of the ArchiveCommand is non deterministic,normal,4
6929,[dark] Quick outline for node names in dark mode has text shifted left,normal,4
6930,[JFace] resolve raw type warnings for StructuredViewer hierarchy,normal,4
6931,Require JdK 13 to be added for running Java 13,major,2
6932,Update Base builder to 4.12 to build 4.13 M1,normal,4
6933,[Tests] debugger tests are flakey,normal,4
6934,Java 13 latest version to be installed,major,2
6935,[Mac] Add color constants for disabled background and foreground colors,normal,4
6936,Several problems with connections from/to Subapplications,normal,4
6937,Add trace option for text search,normal,4
6938,Tag eclipse and equinox 4.12 release,normal,4
6939,2019-03 version preferences missing default launcher for C/C++ Attach to Application and Remote Application,normal,4
6940,Add info to API baseline error which classes have changed,normal,4
6941,[Win32] Add color constants for disabled background and foreground colors,normal,4
6942,[IoTML] RCP,normal,4
6944,Fix column config reference service for segments,normal,4
6945,[GTK] ToolItems with Text too wide in Git Rebase Interactive view,normal,4
6946,bundles/org.eclipse.swt/.settings/.api_filters changed by the build,normal,4
6947,ReadOnlyConfiguration should only allow to link column DMRs,normal,4
6948,Warning about missing NLS,normal,4
6949,GitHub Updates Required,blocker,0
6950,JIPP for geowave,normal,4
6951,[diagram] reference by fqn causes error in reference dialog,normal,4
6952,Java index out-of-date - Provide a way to rebuild the index,normal,4
6953,Stored XSS Vulnerability In Eclipse,normal,4
6954,Please add this blog to PlanetEclipse.org,normal,4
6955,Unable to donate via Paypal,normal,4
6959,p2.mirror Ant Task broken since Eclipse 2019-03,normal,4
6960,2019-06 IDE composite site uses http not https for children,normal,4
6961,Advanced search with date attribute fails if time portion is omitted in input field,normal,4
6962,Change scout.core-inbox@eclipse.org,normal,4
6963,meson projects fail,blocker,0
6964,[release] mylyn 3.25.0,normal,4
6965,Add a tools label for golang,blocker,0
6966,"When I include org.eclipse.jdt feature from I-build p2 repo, product builds fail",blocker,0
6967,"Previously, on All My JIPPs... [Episode 502: Bad Gateway]",normal,4
6968,[junit] what are the conditions to show unit test as rooted?,normal,4
6969,[console] Fix input handling in IOConsole,normal,4
6970,[chain] chain completion filters ignore primitive types,normal,4
6971,"Problems to load libraries in the execution of programs, with the Remote System Explorer using a HOST device",normal,4
6972,Eclipse don't debug.,normal,4
6974,Support Executing Query or Stored Procedure in AfterConnection,normal,4
6975,Eclipse freezes on simple C file editing or saving,normal,4
6976,"Update JNI code with ""contains"" instead of ""indexOf""",normal,4
6977,[win32] Compiler warning reported in swt.win32.win32.x86 plugin,normal,4
6978,Object Mapping in RCP not working (Linux),critical,1
6979,LSP4E icons (Symbolkind) are not compatible with LSP4J,normal,4
6980,gerrit build of org.eclipse.pde.api.tools.tests failing,normal,4
6981,"""Checking out <branch name> has failed."": No error log entry provided to find out what's the cause",normal,4
6982,[Sonar]Nullcheck of value previously dereferenced in the class PathConditionMiner.java,normal,4
6983,Problems with tab key on Firefox,normal,4
6984,ci-staging/xtext: Jobs don't get executors,normal,4
6987,Extension Wizard generates unnecessary and not compileable code,minor,3
6988,Using CMD + Q to close unsaved file multiple times brings up multiple dialogs,normal,4
6989,Suddenly lots of API baseline errors in workspace,normal,4
6990,[Mac]Replace deprecated method used FileDialog,normal,4
6991,Installation problem with SimRel2019 ?,normal,4
6992,eclipse.org/epp/ website is not accessible and crashing,blocker,0
6993,IWorkbenchHelpSystem.search(String) API does not work with help displayed in external window,normal,4
6994,Unhelpful index files,normal,4
6997,Activate the UI freeze monitor in our product configuration for the SDK,normal,4
6998,Frequent UI freezes because of ResourceExtensionContentProvider,critical,1
6999,Mailing List Notifications broken,normal,4
7000,Don't generate variables for a variable with an ID,normal,4
7002,Register index and mapping segment model histories,normal,4
7003,Legacy tooling shouldn't allow creating plain DMRs,normal,4
7004,Extract useful functions of ZipBundleFile to an abstract class,normal,4
7005,Legacy to Segment DMR migration only works for registered ecores,normal,4
7006,[LUA] Documentation on using Dynamic Type Loader,normal,4
7007,The platform's executables are not signed in the p2 update site,major,2
7008,[SysML] Random behavior in the Model Explorer,minor,3
7009,Admin right on JIPP for codewind,blocker,0
7010,[proposal] technology.cloe,normal,4
7011,404 page fails on archive.eclipse.org,normal,4
7012,[trademark] Trademark approval required for Eclipse Cloe,normal,4
7013,[mentors] Mentors required for Eclipse Cloe,normal,4
7014,[license] Alternative licensing approval for Eclipse Cloe - Apache 2.0,normal,4
7015,OM2M Tool Install Failure on Windows 10,critical,1
7016,Cannot browse P2 repos,normal,4
7017,No 4.13. in https://download.eclipse.org/eclipse/updates/I-builds/,normal,4
7018,Artifact not found: http://download.eclipse.org/modeling/tmf/xtext/updates/nightly/head/content.xml.xz.,major,2
7019,Update plexus-compiler-api dependency to 2.8.5,normal,4
7020,Preference to hide the Push the current HEAD to Gerrit dialog,normal,4
7021,[Databinding] Some property factories generified in non-backwards compatible way,normal,4
7022,[TMF] Time range selection : delta cannot be negative on certain views,normal,4
7023,Need to be restored to the Eclipse-Paho Team on GitHub,normal,4
7024,Error: opening registry key,normal,4
7025,[code mining] Show parameter names not shown properly,normal,4
7026,[13] [test][dom ast rewrite] Fix test failures in Java 13,normal,4
7027,Error initializing: org.eclipse.tycho.p2.resolver.P2TargetPlatformResolver@5edc70ed,blocker,0
7028,[13] JEP 354: Switch Expressions - flow analysis,normal,4
7029,Ports accessible on hono.eclipse.org,normal,4
7033,Missing projects in platformUiProjects.psf and platformUiProjectsGerrit.psf,trivial,5
7034,Please add blog to planeteclipse,normal,4
7035,SelectionTableCompositeStrategyProvider does not work with segments,normal,4
7037,Add type parameter to BaseNewWizardMenu protected methods,normal,4
7038,"""Add Required Plug-ins"" in launch config can't handle multiple required versions of same bundle",normal,4
7039,[Cocoa] NullPointerException in Image.internal_new_GC (4.12.0RC2),normal,4
7041,Remove launcher bundles for unsupported platforms,normal,4
7042,MORE DOWNLOADS section of https://www.eclipse.org/downloads/packages/ points to a 2018-03 instead of 2019-03,normal,4
7043,NPE in RepositoriesViewPropertyTester,normal,4
7044,Fix multiple licenses for SimRel 2019-09,normal,4
7045,System Monitoring Perspective triggers AERI,normal,4
7046,Wrong License text for Eclipse User Storage,normal,4
7047,Some keyboard shorcuts stop working on only one window,normal,4
7048,Wrong license text for Eclipse Platform,normal,4
7049,[compiler] Code compiles with OpenJDK 11 but fails with Eclipse 4.12.0,normal,4
7050,Overview background doesn't match Eclipse,trivial,5
7051,mvn install failure : Error initializing: org.eclipse.tycho.p2.resolver.P2TargetPlatformResolver@5edc70ed,blocker,0
7052,Windows10 Defender significantly slows down and freezes Eclipse,major,2
7053,The Java GUI is too big,normal,4
7054,AbstractTableInformationControl contains workaround for already fixed bug,normal,4
7055,"[code mining] inline annotations + ""Folding>Collapse All"" can causes NPE",major,2
7056,Unable to access QuickAccessProviders,minor,3
7057,"AJDT ""output JAR"" option does not export any resources (e.g. aop.xml)",normal,4
7059,Java Server VM Warning (attached Log),normal,4
7060,4.13 I-Build: I20190619-1820 BUILD FAILED,normal,4
7061,TaskList view failing with  an error in a new workspace,normal,4
7062,Retire 32 bit file and resource plug-ins,normal,4
7063,Custom operation in custom widget not executed,major,2
7064,Concurrency problem with JavaModelManager and JavaElement.openWhenClosed(),normal,4
7067,Could not find or load main class org.eclipse.equinox.launcher.Main,normal,4
7068,[null] Innaccurate completed signatures,normal,4
7069,Remove mediawiki themes that are not supported by the EF,major,2
7070,Create a eclipse/che-website repository for che project,normal,4
7071,Unable to build package using the maven and instructions,blocker,0
7072,OleEditor does not open docx file (NPE),critical,1
7073,[release] technology.nebula 2.2.0,normal,4
7075,2019-06 installation error,normal,4
7076,Restore branch delete permission,normal,4
7077,Bad link to News and Noteworthy from Eclipse IDE for Java EE Developers page,normal,4
7078,Please add spotbugs and jacoco plugins to jaxb and jaxws on projects on jenkins.eclipse.org,normal,4
7079,Eclipse Market Place client is not listed in Help option,trivial,5
7080,"""Join Lines"" (Ctrl+Alt+J) should not insert a space between the joined lines",normal,4
7081,[JUnit]Error running spock example testcase,major,2
7082,Failed to create Java Virtual Machine using JDK 11 or 12,normal,4
7083,withdraw Java12-preview-version of switch expressions to fix completion,normal,4
